dc,time,wm_changes,firing_count
8562,700,94,22
8563,15,5,0
8564,139,43,17
8565,62,25,7
8566,3026,84,9
8567,299,24,8
8568,736,95,35
8569,287,25,3
8570,278,38,11
8571,14,5,0
8572,94,45,11
8573,48,13,1
8574,82,61,6
8575,337,18,1
8576,102,70,9
8577,124,35,13
8578,74,23,5
8579,65,23,4
8580,60,23,3
8581,54,23,2
8582,367,58,4
8583,834,96,43
8584,697,81,18
8585,204,14,2
8586,449,38,5
8587,144,19,4
8588,13,5,0
8589,73,36,9
8590,42,12,1
8591,106,61,12
8592,36,12,1
8593,100,60,10
8594,367,21,1
8595,110,76,8
8596,161,49,23
8597,73,23,5
8598,66,23,4
8599,64,23,3
8600,54,23,2
8601,798,58,3
8602,753,99,33
8603,15,5,0
8604,73,38,9
8605,35,13,1
8606,316,102,8
8607,143,20,4
8608,13,5,0
8609,70,38,9
8610,36,13,1
8611,303,102,8
8612,35,13,2
8613,244,20,5
8614,13,5,0
8615,72,36,9
8616,35,12,1
8617,113,61,13
8618,35,12,1
8619,112,60,10
8620,187,14,1
8621,112,73,8
8622,78,24,9
8623,622,62,6
8624,510,42,12
8625,450,42,9
8626,15,5,0
8627,72,38,9
8628,34,13,1
8629,309,102,8
8630,33,13,2
8631,234,20,5
8632,13,5,0
8633,70,36,9
8634,34,12,1
8635,104,61,12
8636,35,12,1
8637,105,60,10
8638,181,14,1
8639,106,73,8
8640,74,23,8
8641,610,62,6
8642,534,42,12
8643,492,42,9
8644,16,5,0
8645,71,38,9
8646,34,13,1
8647,334,102,8
8648,34,13,2
8649,324,21,7
8650,13,5,0
8651,73,36,9
8652,39,12,1
8653,107,61,12
8654,44,12,1
8655,112,60,10
8656,136,12,1
8657,113,71,8
8658,62,20,5
8659,634,62,6
8660,558,42,14
8661,221,22,3
8662,14,5,0
8663,127,43,16
8664,165,52,15
8665,186,53,23
8666,153,59,20
8667,448,78,11
8668,19,6,1
8669,70,35,11
8670,288,45,1
8671,92,6,1
8672,101,52,14
8673,43,13,1
8674,82,61,6
8675,43,13,1
8676,78,60,6
8677,605,22,1
8678,103,74,9
8679,149,51,21
8680,84,23,9
8681,78,23,8
8682,72,23,7
8683,69,23,6
8684,65,23,5
8685,62,23,4
8686,61,23,3
8687,51,23,2
8688,406,62,2
8689,1261,145,44
8690,698,65,15
8691,304,15,3
8692,511,39,6
8693,376,20,5
8694,14,5,0
8695,74,36,9
8696,45,12,1
8697,116,61,12
8698,40,12,1
8699,107,60,10
8700,394,17,1
8701,111,76,8
8702,77,24,7
8703,55,23,2
8704,857,58,3
8705,537,56,12
8706,335,19,4
8707,15,5,0
8708,80,36,9
8709,36,12,1
8710,113,61,13
8711,37,12,1
8712,111,60,10
8713,363,21,1
8714,116,76,8
8715,189,49,23
8716,77,23,5
8717,69,23,4
8718,66,23,3
8719,57,23,2
8720,796,58,3
8721,739,85,22
8722,798,19,4
8723,17,5,0
8724,83,36,9
8725,39,12,1
8726,122,61,13
8727,37,12,1
8728,111,60,10
8729,209,21,1
8730,115,73,8
8731,85,24,9
8732,807,58,3
8733,545,47,17
8734,579,47,6
8735,526,19,4
8736,16,5,0
8737,76,36,9
8738,36,12,1
8739,113,61,12
8740,36,12,1
8741,105,60,10
8742,193,14,1
8743,110,73,8
8744,91,23,8
8745,763,58,3
8746,520,47,19
8747,579,47,6
8748,640,20,6
8749,16,5,0
8750,79,36,9
8751,40,12,1
8752,112,61,12
8753,49,12,1
8754,113,60,10
8755,147,12,1
8756,106,71,8
8757,65,20,5
8758,791,58,3
8759,464,39,15
8760,359,40,18
8761,880,98,22
8762,16,5,0
8763,180,44,21
8764,65,25,7
8765,4124,85,9
8766,397,24,8
8767,944,95,35
8768,359,25,3
8769,372,47,17
8770,16,5,0
8771,105,45,11
8772,50,13,1
8773,83,61,6
8774,359,18,1
8775,108,70,9
8776,147,35,13
8777,77,23,5
8778,68,23,4
8779,64,23,3
8780,56,23,2
8781,424,58,5
8782,1093,100,48
8783,882,94,20
8784,251,14,2
8785,558,38,5
8786,194,19,4
8787,13,5,0
8788,78,36,9
8789,43,12,1
8790,106,61,12
8791,36,12,1
8792,101,60,10
8793,372,21,1
8794,111,76,8
8795,166,49,23
8796,76,23,5
8797,68,23,4
8798,57,23,3
8799,51,23,2
8800,1105,58,3
8801,907,103,34
8802,15,5,0
8803,77,38,9
8804,39,13,1
8805,368,102,8
8806,170,20,4
8807,13,5,0
8808,76,38,9
8809,36,13,1
8810,341,102,8
8811,36,13,2
8812,371,20,5
8813,14,5,0
8814,75,36,9
8815,36,12,1
8816,110,61,13
8817,37,12,1
8818,118,60,10
8819,194,14,1
8820,111,73,8
8821,83,24,9
8822,902,62,6
8823,625,42,12
8824,536,42,9
8825,14,5,0
8826,72,38,9
8827,36,13,1
8828,350,102,8
8829,33,13,2
8830,347,20,5
8831,14,5,0
8832,108,36,9
8833,38,12,1
8834,120,61,12
8835,39,12,1
8836,119,60,10
8837,198,14,1
8838,136,73,8
8839,97,23,8
8840,906,62,6
8841,708,42,12
8842,614,42,9
8843,16,5,0
8844,77,38,9
8845,36,13,1
8846,381,102,8
8847,36,13,2
8848,458,21,7
8849,15,5,0
8850,77,36,9
8851,40,12,1
8852,118,61,12
8853,46,12,1
8854,113,60,10
8855,143,12,1
8856,113,71,8
8857,64,20,5
8858,931,62,6
8859,696,42,14
8860,277,22,3
8861,14,5,0
8862,163,44,17
8863,216,55,16
8864,217,70,25
8865,72,22,8
8866,666,78,11
8867,22,6,1
8868,107,35,11
8869,379,45,1
8870,114,6,1
8871,126,52,14
8872,62,13,1
8873,99,61,6
8874,44,13,1
8875,96,60,6
8876,617,22,1
8877,122,74,9
8878,170,51,21
8879,86,23,9
8880,75,23,8
8881,85,23,7
8882,75,23,6
8883,62,23,5
8884,60,23,4
8885,58,23,3
8886,51,23,2
8887,504,62,2
8888,1814,149,45
8889,590,31,5
8890,849,67,9
8891,240,15,3
8892,448,19,4
8893,14,5,0
8894,94,36,9
8895,60,12,1
8896,125,61,12
8897,43,12,1
8898,109,60,10
8899,421,17,1
8900,117,76,8
8901,83,24,7
8902,56,23,2
8903,1612,58,3
8904,697,56,12
8905,607,19,4
8906,15,5,0
8907,85,36,9
8908,41,12,1
8909,128,61,13
8910,47,12,1
8911,113,60,10
8912,366,21,1
8913,123,76,8
8914,178,49,23
8915,74,23,5
8916,66,23,4
8917,63,23,3
8918,55,23,2
8919,1216,58,3
8920,974,89,23
8921,1066,19,4
8922,16,5,0
8923,105,36,9
8924,44,12,1
8925,148,61,13
8926,38,12,1
8927,118,60,10
8928,175,24,1
8929,137,73,8
8930,87,24,9
8931,1337,58,3
8932,702,47,17
8933,732,47,6
8934,773,19,4
8935,17,5,0
8936,97,36,9
8937,46,12,1
8938,131,61,12
8939,43,12,1
8940,113,60,10
8941,259,21,1
8942,122,73,8
8943,93,23,8
8944,1214,58,3
8945,724,47,19
8946,783,47,6
8947,951,20,6
8948,16,5,0
8949,108,36,9
8950,43,12,1
8951,137,61,12
8952,41,12,1
8953,120,60,10
8954,93,15,1
8955,134,71,8
8956,77,20,5
8957,1297,58,3
8958,602,38,14
8959,424,40,20
8960,1149,102,24
8961,16,5,0
8962,217,45,21
8963,70,25,7
8964,5646,86,9
8965,485,24,9
8966,1203,95,36
8967,442,25,3
8968,516,56,28
8969,1134,111,31
8970,310,13,1
8971,461,47,20
8972,979,92,28
8973,318,13,1
8974,412,38,13
8975,924,79,26
8976,285,13,1
8977,336,29,7
8978,713,53,17
8979,289,13,2
8980,317,23,7
8981,771,62,23
8982,298,13,1
8983,300,20,1
8984,12,5,0
8985,117,45,11
8986,40,13,1
8987,81,61,6
8988,199,32,1
8989,101,68,9
8990,88,27,9
8991,61,23,3
8992,50,23,2
8993,424,59,2
8994,390,52,13
8995,738,51,19
8996,314,14,3
8997,718,40,7
8998,34,8,5
8999,55,28,7
9000,31,13,2
9001,32,13,2
9002,5710,1515,6
9003,2083,5,1
9004,79,31,9
9005,238,9,1
9006,117,42,25
9007,1014,165,6
9008,378,71,1
9009,22,3,0
9010,52,31,9
9011,10,5,0
9012,48,31,8
9013,25,15,1
9014,430,73,2
9015,22,3,0
9016,47,26,7
9017,1443,182,10
9018,53,3,0
9019,176,52,14
9020,64,16,3
9021,22,10,1
9022,100,18,5
9023,11,5,0
9024,82,41,11
9025,91,15,1
9026,92,68,8
9027,63,21,6
9028,148,51,3
9029,85,24,5
9030,71,19,4
9031,10,5,0
9032,63,36,9
9033,30,12,1
9034,101,61,12
9035,32,12,1
9036,95,60,10
9037,76,15,1
9038,98,71,8
9039,54,20,5
9040,182,58,3
9041,114,29,8
9042,11,5,0
9043,80,45,11
9044,31,13,1
9045,74,61,6
9046,167,32,1
9047,92,68,9
9048,77,27,9
9049,56,23,3
9050,44,23,2
9051,179,59,2
9052,187,52,13
9053,196,47,15
9054,141,40,7
9055,18,6,1
9056,49,28,7
9057,27,13,2
9058,27,13,2
9059,389,158,6
9060,89,3,0
9061,51,31,9
9062,162,9,1
9063,58,33,10
9064,95,23,2
9065,484,81,5
9066,20,3,0
9067,49,31,9
9068,8,5,0
9069,44,30,8
9070,42,18,4
9071,484,85,5
9072,19,3,0
9073,45,26,7
9074,8,5,0
9075,41,29,7
9076,1965,362,21
9077,60,3,0
9078,50,31,9
9079,10,5,0
9080,44,31,8
9081,25,15,1
9082,516,73,2
9083,22,3,0
9084,53,31,9
9085,623,51,4
9086,22,3,0
9087,53,31,9
9088,465,75,5
9089,20,3,0
9090,46,26,7
9091,253,49,3
9092,33,3,0
9093,146,52,14
9094,63,16,3
9095,25,10,1
9096,96,18,5
9097,11,5,0
9098,78,41,11
9099,81,15,1
9100,98,68,8
9101,61,21,6
9102,161,51,3
9103,89,24,5
9104,77,19,4
9105,11,5,0
9106,66,36,9
9107,32,12,1
9108,127,61,12
9109,34,12,1
9110,111,60,10
9111,80,15,1
9112,105,71,8
9113,57,20,5
9114,206,58,3
9115,126,29,8
9116,13,5,0
9117,89,45,11
9118,34,13,1
9119,83,61,6
9120,193,32,1
9121,109,68,9
9122,102,27,9
9123,68,23,3
9124,49,23,2
9125,250,59,2
9126,207,52,13
9127,219,47,15
9128,152,40,7
9129,19,6,1
9130,54,28,7
9131,30,13,2
9132,28,13,2
9133,574,158,6
9134,107,3,0
9135,55,31,9
9136,180,9,1
9137,95,34,10
9138,101,22,1
9139,518,80,4
9140,22,3,0
9141,52,31,9
9142,11,5,0
9143,47,30,8
9144,44,18,4
9145,471,85,5
9146,21,3,0
9147,45,26,7
9148,9,5,0
9149,43,30,7
9150,138,9,1
9151,694,254,94
9152,18,9,0
9153,381,79,70
9154,211,14,1
9155,93,45,10
9156,60,32,2
9157,494,50,2
9158,194,14,1
9159,80,45,10
9160,58,32,2
9161,475,50,2
9162,283,14,1
9163,85,45,10
9164,55,32,2
9165,466,50,2
9166,348,14,1
9167,81,45,10
9168,55,32,2
9169,478,50,2
9170,17,11,0
9171,79,45,10
9172,53,32,2
9173,459,50,2
9174,286,31,1
9175,275,31,1
9176,284,31,1
9177,304,28,1
9178,447,74,12
9179,17,9,0
9180,107,50,24
9181,10422,51,37
9182,9807,119,39
9183,39955,243,126
9184,2378,261,2
9185,1023,631,102
9186,197,39,9
9187,193,28,5
9188,285,25,4
9189,360,25,4
9190,432,25,4
9191,484,22,3
9192,506,19,2
9193,549,22,3
9194,624,22,3
9195,704,28,4
9196,773,28,4
9197,865,25,4
9198,872,19,2
9199,907,16,1
9200,943,16,1
9201,1187,19,2
9202,1109,19,2
9203,1042,19,2
9204,1079,19,2
9205,1025,16,1
9206,1084,19,2
9207,1090,22,3
9208,1084,16,1
9209,1122,16,1
9210,1262,25,4
9211,1444,22,3
9212,1563,19,2
9213,1358,25,4
9214,1377,16,1
9215,1593,25,4
9216,1521,19,2
9217,1552,22,3
9218,1646,28,4
9219,1674,19,2
9220,1707,19,2
9221,1768,25,4
9222,1788,16,1
9223,1820,19,2
9224,1831,16,1
9225,1958,25,4
9226,1960,19,2
9227,2174,16,1
9228,2195,16,1
9229,2114,22,3
9230,2117,16,1
9231,2102,16,1
9232,2177,19,2
9233,2152,16,1
9234,2168,16,1
9235,2194,19,2
9236,2227,16,1
9237,2317,25,4
9238,2351,19,2
9239,2373,19,2
9240,2368,16,1
9241,2387,19,2
9242,2473,25,4
9243,2491,19,2
9244,2499,16,1
9245,2513,16,1
9246,2532,16,1
9247,2546,16,1
9248,2545,16,1
9249,2559,16,1
9250,2569,16,1
9251,2587,16,1
9252,2619,19,2
9253,2702,25,4
9254,2730,19,2
9255,3200,16,1
9256,3344,19,2
9257,2965,16,1
9258,3331,25,4
9259,2974,16,1
9260,2935,16,1
9261,3043,25,4
9262,3038,19,2
9263,3032,16,1
9264,3042,16,1
9265,3081,19,2
9266,3538,25,4
9267,3267,19,2
9268,3163,16,1
9269,3212,16,1
9270,3201,16,1
9271,3208,16,1
9272,3207,16,1
9273,3215,16,1
9274,3236,16,1
9275,3240,16,1
9276,3281,19,2
9277,3301,19,2
9278,3289,16,1
9279,3298,16,1
9280,3357,19,2
9281,3370,19,2
9282,3364,16,1
9283,3362,16,1
9284,3486,25,4
9285,3647,16,1
9286,3491,16,1
9287,3530,16,1
9288,3560,19,2
9289,3545,16,1
9290,3552,16,1
9291,8174,680,6
9292,145,3,0
9293,82,31,9
9294,11,5,0
9295,50,31,8
9296,27,15,1
9297,542,73,2
9298,22,3,0
9299,54,31,9
9300,488,51,4
9301,22,3,0
9302,53,31,9
9303,1293,161,5
9304,21,3,0
9305,47,26,7
9306,7040,488,4
9307,64,3,0
9308,205,52,14
9309,96,16,3
9310,34,10,1
9311,108,18,5
9312,10,5,0
9313,96,41,11
9314,110,15,1
9315,106,68,8
9316,69,21,6
9317,159,51,3
9318,110,24,5
9319,72,19,4
9320,11,5,0
9321,61,36,9
9322,32,12,1
9323,104,61,12
9324,31,12,1
9325,95,60,10
9326,86,15,1
9327,93,71,8
9328,53,20,5
9329,172,58,3
9330,112,29,8
9331,32,5,0
9332,102,45,11
9333,33,13,1
9334,73,61,6
9335,171,32,1
9336,93,68,9
9337,79,27,9
9338,58,23,3
9339,45,23,2
9340,172,59,2
9341,230,52,13
9342,195,47,15
9343,136,40,7
9344,18,6,1
9345,52,28,7
9346,30,13,2
9347,29,13,2
9348,440,158,6
9349,80,3,0
9350,55,31,9
9351,168,9,1
9352,68,33,10
9353,87,22,2
9354,430,79,5
9355,21,3,0
9356,50,31,9
9357,10,5,0
9358,44,30,8
9359,45,18,4
9360,464,85,5
9361,21,3,0
9362,47,26,7
9363,8,5,0
9364,41,29,7
9365,10,7,0
9366,40,30,6
9367,11,9,0
9368,550,202,91
9369,15,11,0
9370,116,54,14
9371,19,13,0
9372,68,40,8
9373,131,47,13
9374,18,17,0
9375,905,176,8
9376,334,315,3
9377,170,54,3
9378,152,49,1
9379,14,13,0
9380,60,40,8
9381,70,47,13
9382,14,17,0
9383,2167,408,8
9384,754,705,3
9385,449,54,3
9386,427,61,2
9387,542,702,6
9388,206,3,0
9389,51,31,9
9390,11,5,0
9391,45,30,8
9392,25,14,1
9393,424,73,2
9394,22,3,0
9395,51,31,9
9396,377,51,4
9397,21,3,0
9398,50,31,9
9399,501,76,5
9400,21,3,0
9401,45,26,7
9402,267,49,3
9403,31,3,0
9404,143,52,14
9405,62,16,3
9406,23,10,1
9407,95,18,5
9408,10,5,0
9409,74,41,11
9410,74,15,1
9411,84,68,8
9412,58,21,6
9413,141,51,3
9414,85,24,5
9415,69,19,4
9416,11,5,0
9417,60,36,9
9418,30,12,1
9419,98,61,12
9420,32,12,1
9421,91,60,10
9422,73,15,1
9423,93,71,8
9424,54,20,5
9425,181,58,3
9426,111,29,8
9427,12,5,0
9428,77,45,11
9429,31,13,1
9430,72,61,6
9431,166,32,1
9432,89,68,9
9433,76,27,9
9434,55,23,3
9435,44,23,2
9436,169,59,2
9437,191,52,13
9438,186,47,15
9439,139,40,7
9440,18,6,1
9441,47,28,7
9442,29,13,2
9443,26,13,2
9444,382,158,6
9445,77,3,0
9446,50,31,9
9447,160,9,1
9448,59,33,10
9449,83,23,2
9450,444,81,5
9451,20,3,0
9452,49,31,9
9453,9,5,0
9454,43,30,8
9455,43,18,4
9456,432,85,5
9457,19,3,0
9458,44,26,7
9459,8,5,0
9460,40,29,7
9461,979,408,21
9462,71,3,0
9463,51,31,9
9464,11,5,0
9465,44,31,8
9466,26,15,1
9467,398,73,2
9468,22,3,0
9469,51,31,9
9470,344,51,4
9471,22,3,0
9472,48,31,9
9473,430,75,5
9474,19,3,0
9475,44,26,7
9476,254,49,3
9477,30,3,0
9478,134,52,14
9479,60,16,3
9480,24,10,1
9481,89,18,5
9482,11,5,0
9483,71,41,11
9484,66,15,1
9485,87,68,8
9486,58,21,6
9487,144,51,3
9488,83,24,5
9489,69,19,4
9490,11,5,0
9491,60,36,9
9492,28,12,1
9493,92,61,12
9494,30,12,1
9495,90,60,10
9496,68,15,1
9497,94,71,8
9498,53,20,5
9499,177,58,3
9500,113,29,8
9501,12,5,0
9502,72,45,11
9503,30,13,1
9504,71,61,6
9505,156,32,1
9506,88,68,9
9507,75,27,9
9508,55,23,3
9509,45,23,2
9510,172,59,2
9511,173,52,13
9512,180,47,15
9513,137,40,7
9514,18,6,1
9515,46,28,7
9516,28,13,2
9517,25,13,2
9518,359,158,6
9519,79,3,0
9520,50,31,9
9521,178,9,1
9522,59,34,10
9523,90,23,2
9524,466,81,5
9525,22,3,0
9526,48,31,9
9527,10,5,0
9528,43,30,8
9529,43,18,4
9530,493,85,5
9531,21,3,0
9532,43,26,7
9533,9,5,0
9534,42,29,7
9535,10,7,0
9536,40,30,6
9537,3129,473,6
9538,49,3,0
9539,49,31,9
9540,9,5,0
9541,43,31,8
9542,25,15,1
9543,363,73,2
9544,22,3,0
9545,49,31,9
9546,300,51,4
9547,21,3,0
9548,49,31,9
9549,442,74,5
9550,21,3,0
9551,44,26,7
9552,237,49,3
9553,30,3,0
9554,231,63,13
9555,62,16,3
9556,24,10,1
9557,90,18,5
9558,11,5,0
9559,61,36,9
9560,37,12,1
9561,83,57,9
9562,303,51,1
9563,99,72,8
9564,146,50,24
9565,69,23,5
9566,63,23,4
9567,58,23,3
9568,50,23,2
9569,250,54,3
9570,207,64,17
9571,99,19,4
9572,11,5,0
9573,64,36,9
9574,32,12,1
9575,106,61,13
9576,31,12,1
9577,93,60,10
9578,139,24,1
9579,105,73,8
9580,69,23,8
9581,192,58,3
9582,168,38,12
9583,158,39,6
9584,121,25,6
9585,11,5,0
9586,63,36,9
9587,32,12,1
9588,95,61,12
9589,39,12,1
9590,94,60,10
9591,155,28,1
9592,101,74,8
9593,99,34,14
9594,49,23,2
9595,232,58,3
9596,213,54,11
9597,131,25,5
9598,13,5,0
9599,63,36,9
9600,34,12,1
9601,102,61,13
9602,40,12,1
9603,99,60,10
9604,331,21,1
9605,110,76,8
9606,148,49,23
9607,68,23,5
9608,62,23,4
9609,58,23,3
9610,49,23,2
9611,273,58,3
9612,310,69,18
9613,135,19,4
9614,12,5,0
9615,65,36,9
9616,33,12,1
9617,105,61,13
9618,34,12,1
9619,100,60,10
9620,180,22,1
9621,109,73,8
9622,73,23,8
9623,218,58,3
9624,203,38,12
9625,201,39,6
9626,159,25,6
9627,12,5,0
9628,65,36,9
9629,34,12,1
9630,101,61,12
9631,39,12,1
9632,98,60,10
9633,80,16,1
9634,98,71,8
9635,57,20,5
9636,226,58,3
9637,190,35,12
9638,113,23,6
9639,273,63,14
9640,112,23,7
9641,279,57,15
9642,75,17,1
9643,12,5,0
9644,92,52,14
9645,39,13,1
9646,77,61,6
9647,43,13,1
9648,74,60,6
9649,887,187,1
9650,125,80,9
9651,231,75,33
9652,133,23,15
9653,118,23,14
9654,114,23,13
9655,110,23,12
9656,105,23,11
9657,102,23,10
9658,99,23,9
9659,96,23,8
9660,92,23,7
9661,90,23,6
9662,87,23,5
9663,84,23,4
9664,81,23,3
9665,60,23,2
9666,574,63,2
9667,1008,187,61
9668,321,47,13
9669,117,24,2
9670,263,38,5
9671,562,25,6
9672,13,5,0
9673,67,36,9
9674,34,12,1
9675,101,61,12
9676,33,12,1
9677,98,60,10
9678,31,11,1
9679,96,58,7
9680,142,41,8
9681,224,21,5
9682,83,22,7
9683,324,71,3
9684,386,44,14
9685,403,86,15
9686,77,14,2
9687,95,19,4
9688,11,5,0
9689,64,36,9
9690,31,12,1
9691,100,61,12
9692,32,12,1
9693,96,60,10
9694,74,15,1
9695,99,71,8
9696,56,20,5
9697,294,58,3
9698,267,41,16
9699,131,20,1
9700,12,5,0
9701,80,45,11
9702,32,13,1
9703,76,61,6
9704,175,32,1
9705,95,68,9
9706,84,27,9
9707,60,23,3
9708,50,23,2
9709,241,59,2
9710,249,52,13
9711,392,69,22
9712,131,14,3
9713,263,40,7
9714,32,8,5
9715,50,28,7
9716,27,13,2
9717,31,13,2
9718,947,533,6
9719,261,3,0
9720,52,31,9
9721,150,9,1
9722,68,35,12
9723,91,24,2
9724,415,79,5
9725,20,3,0
9726,48,31,9
9727,10,5,0
9728,43,30,8
9729,42,18,4
9730,422,85,5
9731,19,3,0
9732,43,26,7
9733,9,5,0
9734,46,32,7
9735,10,7,0
9736,42,33,7
9737,393,122,7
9738,54,3,0
9739,49,31,9
9740,11,5,0
9741,43,31,8
9742,25,15,1
9743,347,73,2
9744,22,3,0
9745,51,31,9
9746,316,51,4
9747,21,3,0
9748,49,31,9
9749,493,87,5
9750,23,3,0
9751,44,26,7
9752,402,67,3
9753,34,3,0
9754,149,52,14
9755,61,16,3
9756,23,10,1
9757,89,18,5
9758,10,5,0
9759,71,41,11
9760,72,15,1
9761,87,68,8
9762,58,21,6
9763,142,51,3
9764,83,24,5
9765,70,19,4
9766,11,5,0
9767,61,36,9
9768,29,12,1
9769,95,61,12
9770,31,12,1
9771,91,60,10
9772,70,15,1
9773,96,71,8
9774,62,20,5
9775,188,58,3
9776,151,29,8
9777,12,5,0
9778,98,45,11
9779,33,13,1
9780,142,61,6
9781,286,32,1
9782,153,68,9
9783,134,27,9
9784,69,23,3
9785,46,23,2
9786,183,59,2
9787,185,52,13
9788,192,47,15
9789,143,40,7
9790,19,6,1
9791,49,28,7
9792,29,13,2
9793,27,13,2
9794,379,158,6
9795,89,3,0
9796,51,31,9
9797,145,9,1
9798,61,33,10
9799,95,23,2
9800,479,81,5
9801,22,3,0
9802,51,31,9
9803,17,5,0
9804,52,30,8
9805,46,18,4
9806,444,85,5
9807,22,3,0
9808,49,26,7
9809,10,5,0
9810,45,29,7
9811,4585,601,31
9812,104,3,0
9813,60,31,9
9814,9,5,0
9815,48,31,8
9816,29,15,1
9817,387,73,2
9818,23,3,0
9819,54,31,9
9820,351,51,4
9821,22,3,0
9822,52,31,9
9823,443,75,5
9824,21,3,0
9825,46,26,7
9826,250,49,3
9827,37,3,0
9828,153,52,14
9829,61,16,3
9830,23,10,1
9831,122,18,5
9832,11,5,0
9833,82,41,11
9834,94,15,1
9835,107,68,8
9836,63,21,6
9837,147,51,3
9838,89,24,5
9839,70,19,4
9840,11,5,0
9841,61,36,9
9842,32,12,1
9843,113,61,12
9844,31,12,1
9845,103,60,10
9846,75,15,1
9847,96,71,8
9848,55,20,5
9849,183,58,3
9850,112,29,8
9851,12,5,0
9852,80,45,11
9853,31,13,1
9854,73,61,6
9855,170,32,1
9856,93,68,9
9857,85,27,9
9858,60,23,3
9859,48,23,2
9860,181,59,2
9861,184,52,13
9862,199,47,15
9863,145,40,7
9864,18,6,1
9865,51,28,7
9866,29,13,2
9867,30,13,2
9868,405,158,6
9869,96,3,0
9870,52,31,9
9871,154,9,1
9872,63,34,10
9873,35,18,2
9874,36,29,6
9875,59,38,1
9876,399,80,5
9877,20,3,0
9878,49,31,9
9879,9,5,0
9880,45,30,8
9881,44,18,4
9882,485,85,5
9883,21,3,0
9884,43,26,7
9885,10,5,0
9886,40,29,7
9887,9,7,0
9888,44,31,7
9889,11,9,0
9890,61,40,15
9891,666,295,57
9892,1265,24,113
9893,81,19,2
9894,7375,141,9
9895,204,3,0
9896,59,31,9
9897,10,5,0
9898,47,31,8
9899,28,15,1
9900,443,73,2
9901,22,3,0
9902,53,31,9
9903,433,50,4
9904,22,3,0
9905,50,31,9
9906,473,75,5
9907,22,3,0
9908,45,26,7
9909,276,49,3
9910,35,3,0
9911,213,64,14
9912,64,16,3
9913,23,10,1
9914,98,18,5
9915,11,5,0
9916,70,36,9
9917,46,12,1
9918,90,57,9
9919,320,51,1
9920,106,72,8
9921,172,50,24
9922,93,23,5
9923,61,23,4
9924,76,23,3
9925,76,23,2
9926,310,54,3
9927,239,64,17
9928,110,19,4
9929,11,5,0
9930,77,36,9
9931,33,12,1
9932,120,61,13
9933,41,12,1
9934,106,60,10
9935,156,24,1
9936,108,73,8
9937,82,23,8
9938,208,58,3
9939,198,38,12
9940,176,39,6
9941,126,25,6
9942,11,5,0
9943,64,36,9
9944,34,12,1
9945,98,61,12
9946,51,12,1
9947,100,60,10
9948,160,28,1
9949,103,74,8
9950,102,34,14
9951,71,23,2
9952,261,58,3
9953,210,54,11
9954,129,25,5
9955,11,5,0
9956,66,36,9
9957,32,12,1
9958,106,61,13
9959,63,12,1
9960,100,60,10
9961,307,21,1
9962,110,76,8
9963,155,49,23
9964,71,23,5
9965,62,23,4
9966,55,23,3
9967,49,23,2
9968,266,58,3
9969,301,69,18
9970,134,19,4
9971,12,5,0
9972,66,36,9
9973,33,12,1
9974,105,61,13
9975,32,12,1
9976,93,60,10
9977,173,22,1
9978,110,73,8
9979,72,23,8
9980,213,58,3
9981,201,38,12
9982,192,39,6
9983,157,25,6
9984,12,5,0
9985,66,36,9
9986,35,12,1
9987,107,61,12
9988,42,12,1
9989,104,60,10
9990,129,16,1
9991,101,71,8
9992,58,20,5
9993,224,58,3
9994,187,35,12
9995,111,23,6
9996,263,63,14
9997,108,23,7
9998,269,57,15
9999,71,17,1
10000,12,5,0
10001,96,52,14
10002,42,13,1
10003,80,61,6
10004,43,13,1
10005,74,60,6
10006,912,187,1
10007,134,80,9
10008,260,75,33
10009,151,23,15
10010,130,23,14
10011,127,23,13
10012,132,23,12
10013,119,23,11
10014,115,23,10
10015,113,23,9
10016,109,23,8
10017,105,23,7
10018,102,23,6
10019,99,23,5
10020,96,23,4
10021,95,23,3
10022,72,23,2
10023,592,63,2
10024,1053,187,61
10025,346,47,13
10026,131,24,2
10027,281,38,5
10028,577,25,6
10029,12,5,0
10030,68,36,9
10031,36,12,1
10032,102,61,12
10033,33,12,1
10034,98,60,10
10035,31,11,1
10036,98,58,7
10037,145,41,8
10038,224,21,5
10039,85,22,7
10040,312,71,3
10041,381,44,14
10042,408,86,15
10043,77,14,2
10044,96,19,4
10045,12,5,0
10046,66,36,9
10047,31,12,1
10048,98,61,12
10049,33,12,1
10050,96,60,10
10051,75,15,1
10052,97,71,8
10053,58,20,5
10054,280,58,3
10055,273,41,16
10056,140,20,1
10057,14,5,0
10058,84,45,11
10059,33,13,1
10060,75,61,6
10061,177,32,1
10062,100,68,9
10063,88,27,9
10064,61,23,3
10065,53,23,2
10066,248,59,2
10067,251,52,13
10068,396,69,22
10069,129,14,3
10070,285,40,7
10071,31,8,5
10072,52,28,7
10073,31,13,2
10074,30,13,2
10075,1024,534,6
10076,274,3,0
10077,54,31,9
10078,220,9,1
10079,73,35,12
10080,101,24,2
10081,508,79,5
10082,22,3,0
10083,50,31,9
10084,9,5,0
10085,44,30,8
10086,45,18,4
10087,469,85,5
10088,21,3,0
10089,46,26,7
10090,9,5,0
10091,45,32,7
10092,10,7,0
10093,117,36,8
10094,396,118,8
10095,63,3,0
10096,52,31,9
10097,9,5,0
10098,45,31,8
10099,27,15,1
10100,419,73,2
