dc,time,wm_changes,firing_count
18559,308,58,3
18560,236,38,12
18561,244,38,6
18562,175,19,4
18563,15,5,0
18564,68,36,9
18565,36,12,1
18566,109,61,12
18567,35,12,1
18568,111,60,10
18569,183,21,1
18570,114,73,8
18571,78,23,8
18572,316,58,3
18573,238,38,12
18574,233,38,6
18575,203,20,6
18576,15,5,0
18577,68,36,9
18578,38,12,1
18579,109,61,12
18580,47,12,1
18581,108,60,10
18582,96,18,1
18583,105,71,8
18584,64,20,5
18585,333,58,3
18586,288,48,23
18587,262,40,23
18588,16,5,0
18589,121,41,14
18590,75,25,7
18591,1850,82,9
18592,421,72,15
18593,235,40,7
18594,135,20,5
18595,16,5,0
18596,69,36,9
18597,36,12,1
18598,106,61,12
18599,39,12,1
18600,102,60,10
18601,323,21,1
18602,110,76,8
18603,151,49,23
18604,74,23,5
18605,66,23,4
18606,61,23,3
18607,53,23,2
18608,427,58,3
18609,350,73,19
18610,152,19,4
18611,16,5,0
18612,72,36,9
18613,36,12,1
18614,111,61,13
18615,37,12,1
18616,100,60,10
18617,120,21,1
18618,110,73,8
18619,77,23,8
18620,390,58,3
18621,254,38,12
18622,251,38,6
18623,162,19,4
18624,16,5,0
18625,70,36,9
18626,36,12,1
18627,108,61,12
18628,38,12,1
18629,107,60,10
18630,188,14,1
18631,110,73,8
18632,80,23,8
18633,425,58,3
18634,264,38,12
18635,271,38,6
18636,203,20,6
18637,15,5,0
18638,68,36,9
18639,35,12,1
18640,107,61,12
18641,36,12,1
18642,113,60,10
18643,86,16,1
18644,107,71,8
18645,66,20,5
18646,435,58,3
18647,261,38,14
18648,181,31,9
18649,17,5,0
18650,110,41,14
18651,66,25,7
18652,2454,82,9
18653,422,76,21
18654,189,31,9
18655,404,71,26
18656,538,13,1
18657,49,6,1
18658,97,39,14
18659,540,98,30
18660,519,108,53
18661,390,125,39
18662,3579,80,14
18663,161,18,2
18664,485,12,2
18665,16,5,0
18666,112,52,14
18667,40,13,1
18668,83,61,6
18669,50,13,1
18670,78,60,6
18671,524,99,1
18672,116,74,9
18673,165,51,21
18674,103,23,9
18675,95,23,8
18676,88,23,7
18677,83,23,6
18678,79,23,5
18679,79,23,4
18680,72,23,3
18681,60,23,2
18682,427,63,2
18683,805,137,42
18684,398,45,13
18685,182,15,3
18686,317,39,6
18687,232,20,5
18688,15,5,0
18689,73,36,9
18690,37,12,1
18691,111,61,12
18692,38,12,1
18693,107,60,10
18694,136,21,1
18695,111,73,8
18696,78,23,8
18697,541,58,3
18698,437,56,18
18699,387,68,12
18700,118,15,3
18701,99,19,4
18702,14,5,0
18703,66,36,9
18704,34,12,1
18705,105,61,12
18706,36,12,1
18707,101,60,10
18708,71,14,1
18709,106,71,8
18710,62,20,5
18711,513,58,3
18712,343,50,25
18713,256,38,17
18714,17,5,0
18715,86,45,11
18716,37,13,1
18717,85,61,6
18718,35,13,1
18719,291,105,11
18720,192,20,7
18721,368,52,9
18722,115,13,1
18723,287,37,5
18724,113,19,4
18725,13,5,0
18726,70,36,9
18727,55,12,1
18728,124,61,12
18729,37,12,1
18730,104,60,10
18731,147,24,1
18732,114,73,8
18733,77,23,8
18734,705,58,3
18735,240,33,9
18736,15,5,0
18737,88,45,11
18738,36,13,1
18739,83,61,6
18740,34,13,1
18741,249,105,8
18742,37,13,2
18743,104,20,5
18744,14,5,0
18745,66,36,9
18746,34,12,1
18747,109,61,13
18748,36,12,1
18749,102,60,10
18750,99,17,1
18751,113,72,8
18752,73,22,7
18753,755,62,6
18754,363,33,8
18755,18,5,0
18756,103,52,14
18757,38,13,1
18758,91,61,6
18759,37,13,1
18760,76,60,6
18761,34,13,1
18762,262,109,8
18763,100,20,4
18764,14,5,0
18765,110,45,11
18766,37,13,1
18767,80,61,6
18768,33,13,1
18769,330,105,8
18770,56,13,2
18771,131,20,5
18772,17,5,0
18773,71,36,9
18774,35,12,1
18775,108,61,13
18776,36,12,1
18777,102,60,10
18778,644,101,1
18779,135,88,8
18780,285,72,40
18781,111,23,8
18782,95,23,7
18783,94,23,6
18784,87,23,5
18785,84,23,4
18786,79,23,3
18787,67,23,2
18788,1034,62,6
18789,1024,136,53
18790,423,46,13
18791,125,13,1
18792,352,44,11
18793,17,5,0
18794,108,34,11
18795,57,19,5
18796,287,65,8
18797,934,13,1
18798,158,14,2
18799,15,5,0
18800,88,45,11
18801,41,13,1
18802,83,61,6
18803,36,13,1
18804,288,105,8
18805,36,13,2
18806,159,20,5
18807,15,5,0
18808,69,36,9
18809,37,12,1
18810,112,61,13
18811,36,12,1
18812,109,60,10
18813,340,21,1
18814,124,76,8
18815,174,49,23
18816,82,23,5
18817,67,23,4
18818,60,23,3
18819,53,23,2
18820,797,62,6
18821,516,77,19
18822,234,19,4
18823,14,5,0
18824,70,36,9
18825,36,12,1
18826,113,61,13
18827,36,12,1
18828,103,60,10
18829,125,21,1
18830,112,73,8
18831,79,23,8
18832,681,58,3
18833,336,38,12
18834,329,38,6
18835,202,19,4
18836,15,5,0
18837,72,36,9
18838,37,12,1
18839,112,61,12
18840,38,12,1
18841,103,60,10
18842,137,24,1
18843,112,73,8
18844,82,24,9
18845,703,58,3
18846,323,38,12
18847,317,35,5
18848,199,19,4
18849,16,5,0
18850,70,36,9
18851,36,12,1
18852,107,61,12
18853,36,12,1
18854,102,60,10
18855,182,20,1
18856,117,73,8
18857,83,23,8
18858,708,58,3
18859,345,38,12
18860,380,38,6
18861,267,20,6
18862,16,5,0
18863,75,36,9
18864,37,12,1
18865,109,61,12
18866,39,12,1
18867,109,60,10
18868,370,59,1
18869,121,77,8
18870,120,34,14
18871,63,23,2
18872,816,58,3
18873,397,60,15
18874,177,34,7
18875,16,5,0
18876,152,46,17
18877,92,28,8
18878,5798,91,11
18879,553,64,11
18880,158,15,3
18881,159,19,4
18882,15,5,0
18883,78,36,9
18884,43,12,1
18885,112,61,13
18886,46,12,1
18887,103,60,10
18888,355,21,1
18889,122,76,8
18890,167,49,23
18891,80,23,5
18892,69,23,4
18893,64,23,3
18894,57,23,2
18895,870,58,3
18896,478,76,20
18897,233,19,4
18898,16,5,0
18899,72,36,9
18900,37,12,1
18901,112,61,13
18902,38,12,1
18903,106,60,10
18904,169,14,1
18905,111,73,8
18906,80,23,8
18907,765,58,3
18908,365,38,12
18909,375,38,6
18910,207,19,4
18911,16,5,0
18912,71,36,9
18913,37,12,1
18914,110,61,12
18915,38,12,1
18916,102,60,10
18917,189,14,1
18918,107,73,8
18919,81,23,8
18920,800,58,3
18921,381,38,12
18922,422,38,6
18923,280,20,6
18924,15,5,0
18925,71,36,9
18926,38,12,1
18927,108,61,12
18928,37,12,1
18929,102,60,10
18930,80,15,1
18931,107,71,8
18932,65,20,5
18933,806,58,3
18934,357,38,14
18935,234,31,10
18936,18,5,0
18937,164,43,20
18938,501,100,31
18939,526,113,55
18940,353,124,40
18941,511,72,6
18942,1293,13,1
18943,617,72,17
18944,286,24,9
18945,641,77,37
18946,286,26,4
18947,209,23,1
18948,16,5,0
18949,137,52,14
18950,44,13,1
18951,86,61,6
18952,40,13,1
18953,83,60,6
18954,175,27,1
18955,102,67,9
18956,85,23,7
18957,59,23,2
18958,322,63,2
18959,332,47,11
18960,594,70,26
18961,193,14,2
18962,201,15,4
18963,229,23,7
18964,520,61,23
18965,184,13,1
18966,172,20,1
18967,18,5,0
18968,100,52,14
18969,43,13,1
18970,84,61,6
18971,36,13,1
18972,90,60,6
18973,201,32,1
18974,105,68,9
18975,118,27,9
18976,98,23,3
18977,94,23,2
18978,541,63,2
18979,358,52,13
18980,456,51,19
18981,188,14,3
18982,413,40,7
18983,38,8,5
18984,55,28,7
18985,38,13,2
18986,37,13,2
18987,7876,1075,5
18988,67,5,1
18989,78,31,9
18990,16,5,0
18991,70,34,11
18992,134,23,2
18993,652,79,5
18994,26,3,0
18995,57,31,9
18996,13,5,0
18997,49,30,8
18998,53,18,4
18999,576,85,5
19000,25,3,0
19001,49,26,7
19002,14,5,0
19003,45,30,7
19004,15,7,0
19005,1237,373,194
19006,12862,665,3
19007,273,67,45
19008,208,14,1
19009,97,45,11
19010,67,32,2
19011,560,50,2
19012,326,14,1
19013,87,45,11
19014,62,32,2
19015,483,50,2
19016,344,14,1
19017,77,41,8
19018,370,49,2
19019,374,14,1
19020,99,49,13
19021,68,32,3
19022,60,32,2
19023,532,51,2
19024,374,36,1
19025,228,30,1
19026,336,26,3
19027,529,68,12
19028,22,9,0
19029,103,45,18
19030,9159,42,27
19031,10339,96,29
19032,89786,391,190
19033,47,9,0
19034,100,34,8
19035,23,11,0
19036,220,46,6
19037,181,88,7
19038,94,45,13
19039,19,13,0
19040,875,128,9
19041,546,230,3
19042,2227,334,83
19043,27,9,0
19044,81,34,8
19045,21,11,0
19046,100,37,6
19047,143,83,8
19048,20,11,0
19049,776,109,8
19050,43,18,2
19051,125,50,13
19052,130,53,1
19053,17485,737,7
19054,2377,3,0
19055,82,31,9
19056,14,5,0
19057,51,30,8
19058,34,14,1
19059,796,73,2
19060,26,3,0
19061,56,31,9
19062,629,51,4
19063,24,3,0
19064,54,31,9
19065,1055,114,5
19066,23,3,0
19067,47,26,7
19068,1762,118,9
19069,291,3,0
19070,162,52,14
19071,70,16,3
19072,27,10,1
19073,108,18,5
19074,13,5,0
19075,82,41,11
19076,99,15,1
19077,96,68,8
19078,66,21,6
19079,153,51,3
19080,100,24,5
19081,75,19,4
19082,13,5,0
19083,62,36,9
19084,46,12,1
19085,109,61,12
19086,35,12,1
19087,100,60,10
19088,81,15,1
19089,102,71,8
19090,60,20,5
19091,189,58,3
19092,119,29,8
19093,15,5,0
19094,82,45,11
19095,34,13,1
19096,77,61,6
19097,173,32,1
19098,95,68,9
19099,85,27,9
19100,63,23,3
19101,50,23,2
19102,191,59,2
19103,194,52,13
19104,203,47,15
19105,147,40,7
19106,21,6,1
19107,49,28,7
19108,33,13,2
19109,32,13,2
19110,430,158,6
19111,95,3,0
19112,52,31,9
19113,254,9,1
19114,66,34,10
19115,2847,183,31
19116,53,30,9
19117,446,73,1
19118,23,3,0
19119,77,43,13
19120,71,16,3
19121,26,10,1
19122,103,18,5
19123,13,5,0
19124,63,36,9
19125,40,12,1
19126,84,57,9
19127,229,42,1
19128,105,70,8
19129,138,33,13
19130,66,23,4
19131,60,23,3
19132,52,23,2
19133,218,54,3
19134,169,51,14
19135,83,19,4
19136,13,5,0
19137,63,36,9
19138,35,12,1
19139,107,61,13
19140,38,12,1
19141,97,60,10
19142,273,51,1
19143,115,76,8
19144,144,49,23
19145,76,23,5
19146,69,23,4
19147,61,23,3
19148,53,23,2
19149,315,58,3
19150,355,81,26
19151,16,5,0
19152,78,45,11
19153,37,13,1
19154,80,61,6
19155,33,13,1
19156,194,105,8
19157,36,13,2
19158,138,20,5
19159,14,5,0
19160,62,36,9
19161,36,12,1
19162,114,61,13
19163,37,12,1
19164,100,60,10
19165,144,25,1
19166,108,73,8
19167,78,24,9
19168,270,62,6
19169,221,42,12
19170,208,43,9
19171,14,5,0
19172,77,45,11
19173,38,13,1
19174,78,61,6
19175,34,13,1
19176,199,105,8
19177,35,13,2
19178,166,26,7
19179,15,5,0
19180,64,36,9
19181,35,12,1
19182,101,61,12
19183,36,12,1
19184,102,60,10
19185,238,42,1
19186,112,76,8
19187,139,44,20
19188,73,23,4
19189,65,23,3
19190,53,23,2
19191,356,62,6
19192,368,76,17
19193,177,25,5
19194,16,5,0
19195,70,36,9
19196,36,12,1
19197,108,61,13
19198,38,12,1
19199,99,60,10
19200,315,21,1
19201,114,76,8
19202,156,49,23
19203,74,23,5
19204,65,23,4
19205,59,23,3
19206,51,23,2
19207,365,58,3
19208,441,81,20
19209,206,19,4
19210,14,5,0
19211,68,36,9
19212,37,12,1
19213,109,61,13
19214,37,12,1
19215,101,60,10
19216,118,21,1
19217,110,73,8
19218,74,23,8
19219,291,58,3
19220,235,38,12
19221,211,38,6
19222,169,19,4
19223,15,5,0
19224,67,36,9
19225,36,12,1
19226,107,61,12
19227,36,12,1
19228,109,60,10
19229,182,21,1
19230,111,73,8
19231,77,23,8
19232,306,58,3
19233,237,38,12
19234,231,38,6
19235,200,20,6
19236,15,5,0
19237,69,36,9
19238,38,12,1
19239,105,61,12
19240,44,12,1
19241,109,60,10
19242,95,18,1
19243,103,71,8
19244,64,20,5
19245,329,58,3
19246,291,48,23
19247,268,40,23
19248,17,5,0
19249,117,41,14
19250,77,25,7
19251,2326,82,9
19252,470,72,15
19253,235,40,7
19254,144,20,5
19255,15,5,0
19256,76,36,9
19257,41,12,1
19258,107,61,12
19259,37,12,1
19260,109,60,10
19261,373,21,1
19262,122,76,8
19263,175,49,23
19264,84,23,5
19265,71,23,4
19266,66,23,3
19267,59,23,2
19268,633,58,3
19269,509,73,19
19270,246,19,4
19271,16,5,0
19272,91,36,9
19273,42,12,1
19274,126,61,13
19275,38,12,1
19276,109,60,10
19277,152,21,1
19278,116,73,8
19279,85,23,8
19280,579,58,3
19281,272,38,12
19282,330,38,6
19283,223,19,4
19284,26,5,0
19285,84,36,9
19286,37,12,1
19287,113,61,12
19288,38,12,1
19289,114,60,10
19290,200,14,1
19291,114,73,8
19292,81,23,8
19293,440,58,3
19294,263,38,12
19295,275,38,6
19296,210,20,6
19297,16,5,0
19298,73,36,9
19299,38,12,1
19300,110,61,12
19301,38,12,1
19302,111,60,10
19303,90,16,1
19304,114,71,8
19305,67,20,5
19306,463,58,3
19307,261,38,14
19308,182,31,9
19309,17,5,0
19310,116,41,14
19311,69,25,7
19312,2690,82,9
19313,480,76,21
19314,193,31,9
19315,415,71,26
19316,553,13,1
19317,49,6,1
19318,101,39,14
19319,557,98,30
19320,504,108,53
19321,346,125,39
19322,3550,80,14
19323,171,18,2
19324,481,12,2
19325,14,5,0
19326,113,52,14
19327,42,13,1
19328,84,61,6
19329,53,13,1
19330,79,60,6
19331,533,99,1
19332,115,74,9
19333,170,51,21
19334,105,23,9
19335,98,23,8
19336,96,23,7
19337,90,23,6
19338,84,23,5
19339,81,23,4
19340,78,23,3
19341,62,23,2
19342,437,63,2
19343,831,137,42
19344,292,31,5
19345,342,43,7
19346,133,15,3
19347,191,19,4
19348,15,5,0
19349,74,36,9
19350,36,12,1
19351,112,61,12
19352,35,12,1
19353,107,60,10
19354,136,21,1
19355,109,73,8
19356,80,23,8
19357,529,58,3
19358,454,56,18
19359,405,69,12
19360,129,15,3
19361,101,19,4
19362,15,5,0
19363,69,36,9
19364,34,12,1
19365,106,61,12
19366,36,12,1
19367,101,60,10
19368,71,14,1
19369,103,71,8
19370,62,20,5
19371,502,58,3
19372,353,50,25
19373,254,38,17
19374,17,5,0
19375,89,45,11
19376,37,13,1
19377,86,61,6
19378,36,13,1
19379,294,105,11
19380,193,20,7
19381,354,52,9
19382,111,13,1
19383,243,37,5
19384,88,19,4
19385,13,5,0
19386,66,36,9
19387,34,12,1
19388,102,61,12
19389,35,12,1
19390,101,60,10
19391,136,24,1
19392,106,73,8
19393,75,23,8
19394,558,58,3
19395,230,33,9
19396,15,5,0
19397,82,45,11
19398,45,13,1
19399,80,61,6
19400,33,13,1
19401,242,105,8
19402,35,13,2
19403,102,20,5
19404,14,5,0
19405,70,36,9
19406,34,12,1
19407,105,61,13
19408,37,12,1
19409,99,60,10
19410,91,17,1
19411,108,72,8
19412,70,22,7
19413,595,62,6
19414,283,33,8
19415,17,5,0
19416,95,52,14
19417,36,13,1
19418,84,61,6
19419,36,13,1
19420,76,60,6
19421,34,13,1
19422,259,109,8
19423,96,20,4
19424,14,5,0
19425,82,45,11
19426,35,13,1
19427,78,61,6
19428,34,13,1
19429,246,105,8
19430,36,13,2
19431,105,20,5
19432,15,5,0
19433,67,36,9
19434,38,12,1
19435,107,61,13
19436,36,12,1
19437,99,60,10
19438,581,101,1
19439,131,88,8
19440,273,72,40
19441,107,23,8
19442,90,23,7
19443,83,23,6
19444,78,23,5
19445,75,23,4
19446,74,23,3
19447,58,23,2
19448,869,62,6
19449,865,136,53
19450,364,46,13
19451,122,13,1
19452,336,44,11
19453,18,5,0
19454,101,34,11
19455,56,19,5
19456,286,65,8
19457,939,13,1
19458,212,14,2
19459,15,5,0
19460,124,45,11
19461,55,13,1
19462,87,61,6
19463,36,13,1
19464,305,105,8
19465,37,13,2
19466,180,20,5
19467,16,5,0
19468,72,36,9
19469,36,12,1
19470,114,61,13
19471,36,12,1
19472,111,60,10
19473,377,21,1
19474,125,76,8
19475,190,49,23
19476,84,23,5
19477,70,23,4
19478,68,23,3
19479,56,23,2
19480,987,62,6
19481,619,77,19
19482,258,19,4
19483,15,5,0
19484,74,36,9
19485,41,12,1
19486,116,61,13
19487,37,12,1
19488,105,60,10
19489,135,21,1
19490,114,73,8
19491,94,23,8
19492,1027,58,3
19493,346,38,12
19494,335,38,6
19495,208,19,4
19496,16,5,0
19497,75,36,9
19498,39,12,1
19499,110,61,12
19500,38,12,1
19501,104,60,10
19502,150,24,1
19503,114,73,8
19504,85,24,9
19505,764,58,3
19506,344,38,12
19507,374,35,5
19508,198,19,4
19509,15,5,0
19510,73,36,9
19511,36,12,1
19512,110,61,12
19513,37,12,1
19514,108,60,10
19515,187,20,1
19516,115,73,8
19517,81,23,8
19518,739,58,3
19519,345,38,12
19520,356,38,6
19521,258,20,6
19522,14,5,0
19523,70,36,9
19524,38,12,1
19525,118,61,12
19526,36,12,1
19527,102,60,10
19528,345,59,1
19529,118,77,8
19530,133,34,14
19531,63,23,2
19532,818,58,3
19533,377,60,15
19534,171,34,7
19535,17,5,0
19536,160,46,17
19537,77,28,8
19538,5801,91,11
19539,580,64,11
19540,164,15,3
19541,163,19,4
19542,14,5,0
19543,80,36,9
19544,44,12,1
19545,117,61,13
19546,49,12,1
19547,106,60,10
19548,383,21,1
19549,120,76,8
19550,172,49,23
19551,80,23,5
19552,71,23,4
19553,67,23,3
19554,57,23,2
19555,893,58,3
19556,488,76,20
19557,233,19,4
19558,16,5,0
19559,74,36,9
19560,47,12,1
19561,116,61,13
19562,39,12,1
19563,105,60,10
19564,175,14,1
19565,112,73,8
19566,81,23,8
19567,778,58,3
19568,384,38,12
19569,404,38,6
19570,206,19,4
19571,15,5,0
19572,71,36,9
19573,36,12,1
19574,121,61,12
19575,39,12,1
19576,101,60,10
19577,191,14,1
19578,108,73,8
19579,79,23,8
19580,839,58,3
19581,366,38,12
19582,393,38,6
19583,272,20,6
19584,18,5,0
19585,74,36,9
19586,39,12,1
19587,107,61,12
19588,38,12,1
19589,103,60,10
19590,82,15,1
19591,106,71,8
19592,67,20,5
19593,838,58,3
19594,360,38,14
19595,237,31,10
19596,17,5,0
19597,157,43,16
19598,519,100,31
19599,496,113,55
19600,350,124,40
19601,492,72,6
19602,1292,13,1
19603,596,72,17
19604,274,24,9
19605,607,77,37
19606,264,26,4
19607,193,23,1
19608,16,5,0
19609,117,52,14
19610,40,13,1
19611,85,61,6
19612,39,13,1
19613,78,60,6
19614,165,27,1
19615,104,67,9
19616,84,23,7
19617,58,23,2
19618,315,63,2
19619,319,47,11
19620,577,70,26
19621,197,16,5
19622,169,13,1
19623,212,23,7
19624,493,61,23
19625,166,13,1
19626,155,20,1
19627,15,5,0
19628,98,52,14
19629,36,13,1
19630,81,61,6
19631,35,13,1
19632,76,60,6
19633,168,32,1
19634,100,68,9
19635,92,27,9
19636,63,23,3
19637,52,23,2
19638,307,63,2
19639,303,52,13
19640,446,51,19
19641,165,14,3
19642,364,40,7
19643,35,8,5
19644,52,28,7
19645,34,13,2
19646,34,13,2
19647,5832,1075,5
19648,60,5,1
19649,68,31,9
19650,14,5,0
19651,69,34,11
19652,120,23,2
19653,586,79,5
19654,24,3,0
19655,54,31,9
19656,13,5,0
19657,47,30,8
19658,49,18,4
19659,623,85,5
19660,24,3,0
19661,49,26,7
19662,13,5,0
19663,45,30,7
19664,14,7,0
19665,1218,373,194
19666,13550,667,3
19667,274,67,45
19668,208,14,1
19669,96,45,11
19670,70,32,2
19671,558,50,2
19672,331,14,1
19673,93,45,11
19674,63,32,2
19675,450,50,2
19676,327,14,1
19677,77,41,8
19678,352,49,2
19679,375,14,1
19680,95,49,13
19681,68,32,3
19682,57,32,2
19683,514,51,2
19684,332,26,3
19685,358,36,1
19686,223,30,1
19687,530,68,12
19688,21,9,0
19689,98,45,18
19690,9264,42,27
19691,9778,96,29
19692,97310,573,265
19693,49,9,0
19694,103,34,8
19695,23,11,0
19696,228,46,6
19697,181,88,7
19698,103,45,13
19699,21,13,0
19700,1050,145,9
19701,650,259,3
19702,4039,393,119
19703,27,9,0
19704,78,34,8
19705,23,11,0
19706,187,46,6
19707,164,88,7
19708,104,45,13
19709,23,13,0
19710,1008,145,9
19711,616,259,3
19712,1040,306,49
19713,28,9,0
19714,80,34,8
19715,24,11,0
19716,265,49,6
19717,209,91,7
19718,103,45,13
19719,22,13,0
19720,784,114,9
19721,493,210,3
19722,7765,356,139
19723,198,52,18
19724,33,11,0
19725,5254,161,411
19726,42,13,0
19727,93,35,7
19728,179,74,9
19729,40,15,0
19730,1182,250,73
19731,42449,1483,323
19732,1198,38,3
19733,647,88,10
19734,11590,1837,5
19735,3008,1505,286
19736,316,54,14
19737,240,19,2
19738,256,16,1
19739,297,16,1
19740,329,16,1
19741,382,16,1
19742,430,25,4
19743,450,16,1
19744,558,25,4
19745,618,19,2
19746,695,25,4
19747,730,19,2
19748,866,25,4
19749,844,16,1
19750,917,25,4
19751,924,19,2
19752,934,19,2
19753,1013,25,4
19754,1041,16,1
19755,1151,25,4
19756,1175,19,2
19757,1208,19,2
19758,1265,25,4
19759,1257,16,1
19760,1291,16,1
19761,1326,16,1
19762,1353,19,2
19763,1390,19,2
19764,1399,16,1
19765,1552,16,1
19766,1424,16,1
19767,1536,25,4
19768,1636,16,1
19769,1622,19,2
19770,1684,16,1
19771,1629,19,2
19772,1655,16,1
19773,1723,25,4
19774,1745,16,1
19775,1754,16,1
19776,1774,16,1
19777,1792,19,2
19778,1810,16,1
19779,1819,16,1
19780,1942,25,4
19781,1954,19,2
19782,1966,16,1
19783,1994,19,2
19784,2026,19,2
19785,2022,16,1
19786,2136,25,4
19787,2212,25,4
19788,2319,19,2
19789,2242,16,1
19790,2302,19,2
19791,2374,25,4
19792,2867,19,2
19793,2639,16,1
19794,2770,19,2
19795,2564,19,2
19796,2542,16,1
19797,2671,25,4
19798,2583,16,1
19799,2605,16,1
19800,2700,25,4
19801,2760,16,1
19802,2705,16,1
19803,2738,19,2
19804,2745,19,2
19805,2750,16,1
19806,2769,16,1
19807,2767,16,1
19808,2813,19,2
19809,2922,16,1
19810,2888,16,1
19811,3033,16,1
19812,2990,25,4
19813,3054,19,2
19814,3001,16,1
19815,2982,16,1
19816,3025,19,2
19817,3032,16,1
19818,3039,16,1
19819,3050,16,1
19820,19370,663,7
19821,361,3,0
19822,87,31,9
19823,14,5,0
19824,53,31,8
19825,33,15,1
19826,669,73,2
19827,26,3,0
19828,57,31,9
19829,662,51,4
19830,25,3,0
19831,55,31,9
19832,1136,114,5
19833,23,3,0
19834,47,26,7
19835,18235,974,10
19836,333,3,0
19837,210,52,14
19838,94,16,3
19839,28,10,1
19840,117,18,5
19841,13,5,0
19842,89,41,11
19843,105,15,1
19844,99,68,8
19845,68,21,6
19846,157,51,3
19847,92,24,5
19848,79,19,4
19849,14,5,0
19850,65,36,9
19851,34,12,1
19852,106,61,12
19853,34,12,1
19854,101,60,10
19855,81,15,1
19856,102,71,8
19857,60,20,5
19858,193,58,3
19859,135,29,8
19860,15,5,0
19861,83,45,11
19862,35,13,1
19863,77,61,6
19864,179,32,1
19865,98,68,9
19866,86,27,9
19867,65,23,3
19868,51,23,2
19869,193,59,2
19870,194,52,13
19871,203,47,15
19872,144,40,7
19873,22,6,1
19874,52,28,7
19875,33,13,2
19876,32,13,2
19877,416,158,6
19878,100,3,0
19879,54,31,9
19880,179,9,1
19881,65,33,10
19882,100,23,2
19883,538,81,5
19884,24,3,0
19885,51,31,9
19886,12,5,0
19887,45,30,8
19888,48,18,4
19889,495,85,5
19890,23,3,0
19891,44,26,7
19892,13,5,0
19893,42,29,7
19894,5137,706,66
19895,90,3,0
19896,54,31,9
19897,14,5,0
19898,48,31,8
19899,31,15,1
19900,476,73,2
19901,24,3,0
19902,52,31,9
19903,454,51,4
19904,24,3,0
19905,50,31,9
19906,497,75,5
19907,23,3,0
19908,44,26,7
19909,263,49,3
19910,37,3,0
19911,374,94,14
19912,72,16,3
19913,27,10,1
19914,100,18,5
19915,13,5,0
19916,67,36,9
19917,43,12,1
19918,92,57,9
19919,288,51,1
19920,106,72,8
19921,162,50,24
19922,78,23,5
19923,67,23,4
19924,61,23,3
19925,52,23,2
19926,278,54,3
19927,215,64,17
19928,107,19,4
19929,15,5,0
19930,65,36,9
19931,33,12,1
19932,115,61,13
19933,36,12,1
19934,97,60,10
19935,148,24,1
19936,112,73,8
19937,75,23,8
19938,215,58,3
19939,177,38,12
19940,168,39,6
19941,129,25,6
19942,15,5,0
19943,66,36,9
19944,36,12,1
19945,104,61,12
19946,42,12,1
19947,119,60,10
19948,81,16,1
19949,106,71,8
19950,60,20,5
19951,215,58,3
19952,166,35,12
19953,63,14,1
19954,16,5,0
19955,96,52,14
19956,42,13,1
19957,86,61,6
19958,45,13,1
19959,77,60,6
19960,918,187,1
19961,132,80,9
19962,292,75,33
19963,166,23,15
19964,140,23,14
19965,136,23,13
19966,131,23,12
19967,129,23,11
19968,126,23,10
19969,122,23,9
19970,117,23,8
19971,114,23,7
19972,108,23,6
19973,100,23,5
19974,93,23,4
19975,90,23,3
19976,69,23,2
19977,610,63,2
19978,1045,187,61
19979,351,54,15
19980,109,14,2
19981,256,38,5
19982,537,25,6
19983,15,5,0
19984,72,36,9
19985,173,28,1
19986,99,66,8
19987,86,24,7
19988,75,23,2
19989,294,50,3
19990,362,56,12
19991,743,79,14
19992,14,5,0
19993,77,41,10
19994,36,12,1
19995,109,61,14
19996,36,12,1
19997,78,53,7
19998,36,12,1
19999,108,60,11
20000,117,19,1
20001,118,77,8
20002,74,22,7
20003,330,61,3
20004,198,29,8
20005,17,5,0
20006,87,45,11
20007,36,13,1
20008,80,61,6
20009,33,13,1
20010,234,105,8
20011,94,20,4
20012,15,5,0
20013,70,38,9
20014,38,13,1
20015,283,102,8
20016,38,13,2
20017,108,20,5
20018,16,5,0
20019,66,36,9
20020,33,12,1
20021,109,61,13
20022,36,12,1
20023,106,60,10
20024,152,25,1
20025,114,73,8
20026,80,24,9
20027,364,62,6
20028,288,33,8
20029,16,5,0
20030,164,52,14
20031,56,13,1
20032,98,61,6
20033,36,13,1
20034,79,60,6
20035,230,40,1
20036,108,69,9
20037,111,31,11
20038,71,23,4
20039,63,23,3
20040,53,23,2
20041,275,63,2
20042,377,70,21
20043,284,36,11
20044,274,42,9
20045,17,5,0
20046,68,38,9
20047,38,13,1
20048,248,102,8
20049,37,13,2
20050,117,20,5
20051,16,5,0
20052,70,36,9
20053,35,12,1
20054,108,61,12
20055,38,12,1
20056,107,60,10
20057,84,16,1
20058,108,71,8
20059,64,20,5
20060,325,62,6
20061,328,42,14
20062,137,22,3
20063,17,5,0
20064,122,42,15
20065,1482,75,9
20066,55,6,1
20067,86,45,11
20068,37,13,1
20069,80,61,6
20070,521,99,1
20071,110,74,9
20072,162,51,21
20073,103,23,9
20074,94,23,8
20075,90,23,7
20076,85,23,6
20077,82,23,5
20078,80,23,4
20079,76,23,3
20080,62,23,2
20081,388,59,2
20082,870,137,42
20083,386,47,14
20084,159,15,3
20085,287,39,6
20086,220,20,5
20087,16,5,0
20088,70,36,9
20089,38,12,1
20090,114,61,12
20091,38,12,1
20092,109,60,10
20093,34,11,1
20094,126,68,9
20095,430,96,5
20096,186,19,4
20097,16,5,0
20098,69,36,9
